Position_m,Temperature_t=0.00000000s,Temperature_t=1.66666667s,Temperature_t=3.33333333s,Temperature_t=5.00000000s,Temperature_t=6.66666667s,Temperature_t=8.33333333s,Temperature_t=10.00000000s,Temperature_t=11.66666667s,Temperature_t=13.33333333s,Temperature_t=15.00000000s,Temperature_t=16.66666667s,Temperature_t=18.33333333s
-0.11615999999999999,40.0,40.0,40.0000000000395,40.0000000239274,40.00000085303131,40.00000826155609,40.00003946247961,40.00012312534172,40.00029147935302,40.00057125093648,40.00097842625471,40.00151735709855
-0.11592,40.0,40.0,40.0000000000433,40.00000002537875,40.00000088794156,40.00000850156017,40.00004030955017,40.00012514214286,40.000295219668374,40.00057711928198,40.00098661944358,40.00152787365253
-0.11567999999999999,40.0,40.0,40.00000000004752,40.000000026955995,40.00000092552544,40.00000875867329,40.00004121440567,40.00012729266277,40.00029920324992,40.00058336419049,40.00099533329212,40.00153905372529
-0.11543999999999999,40.0,40.0,40.0000000000522,40.00000002866634,40.00000096588448,40.00000903334834,40.00004217815742,40.0001295788358,40.00030343282335,40.00058998901351,40.001004571563115,40.001550901287004
-0.1152,40.0,40.0,40.00000000005737,40.000000030517576,40.00000100912724,40.00000932606662,40.000043201981505,40.00013200270179,40.000307911253735,40.00059699726257,40.00101433818594,40.00156342046915
-0.11495999999999999,40.0,40.0,40.00000000006309,40.0000000325181,40.00000105536951,40.000009637338465,40.000044287119685,40.00013456640726,40.00031264154663,40.00060439261017,40.00102463725725,40.00157661556503
-0.11471999999999999,40.0,40.0,40.0000000000694,40.00000003467696,40.0000011047346,40.00000996770397,40.00004543488056,40.00013727220663,40.00031762684921,40.000612178890776,40.00103547304181,40.00159049103036
-0.11447999999999998,40.0,40.0,40.00000000007636,40.00000003700386,40.0000011573536,40.00001031773364,40.00004664664061,40.000140122463456,40.000322870451534,40.000620360101806,40.00104684997317,40.00160505148374
-0.11424,40.0,40.0,40.000000000084036,40.00000003950923,40.00000121336565,40.00001068802919,40.00004792384539,40.000143119651796,40.00032837578774,40.00062894040466,40.00105877265449,40.0016203017072
-0.11399999999999999,40.0,40.0,40.0000000000925,40.00000004220426,40.00000127291825,40.000011079224315,40.00004926801071,40.00014626635755,40.00033414643731,40.00063792412576,40.001071245859244,40.001636246646676
-0.11375999999999999,40.0,40.0,40.000000000101814,40.00000004510093,40.000001336167564,40.00001149198548,40.00005068072391,40.00014956527986,40.000340186126415,40.00064731575759,40.001084274532055,40.00165289141258
-0.11352,40.0,40.0,40.000000000112074,40.00000004821206,40.000001403278766,40.00001192701283,40.00005216364514,40.0001530192326,40.000346498729215,40.0006571199598,40.00109786378942,40.00167024128022
-0.11327999999999999,40.0,40.0,40.00000000012336,40.00000005155136,40.00000147442637,40.00001238504103,40.000053718508724,40.00015663114583,40.00035308826924,40.00066734156025,40.00111201892049,40.00168830169034
-0.11303999999999999,40.0,40.0,40.00000000013577,40.00000005513349,40.00000154979462,40.000012866840244,40.00005534712457,40.000160404067366,40.00035995892083,40.000677985556194,40.00112674538788,40.00170707824959
-0.11279999999999998,40.0,40.0,40.00000000014942,40.0000000589741,40.00000162957785,40.00001337321708,40.00005705137961,40.00016434116441,40.00036711501053,40.000689057115345,40.001142048828406,40.00172657673099
-0.11256,40.0,40.0,40.00000000016442,40.000000063089914,40.000001713980915,40.0000139050156,40.00005883323931,40.00016844572513,40.000374561018596,40.00070056157703,40.00115793505392,40.00174680307438
-0.11231999999999999,40.0,40.0,40.000000000180904,40.000000067498746,40.000001803219575,40.000014463118404,40.0000606947492,40.00017272116041,40.00038230158048,40.00071250445338,40.00117441005204,40.001767763386944
-0.11207999999999999,40.0,40.0,40.000000000199016,40.00000007221961,40.00000189752099,40.00001504844769,40.00006263803652,40.00017717100554,40.00039034148841,40.000724891430515,40.001191479986986,40.001789463943574
-0.11184,40.0,40.0,40.000000000218904,40.00000007727279,40.000001997124144,40.00001566196643,40.00006466531185,40.00018179892203,40.000398685692915,40.00073772836968,40.001209151200364,40.00181191118734
-0.11159999999999999,40.0,40.0,40.000000000240746,40.00000008267987,40.00000210228034,40.000016304679484,40.00006677887083,40.000186608699444,40.00040733930447,40.000751021308524,40.001227430211934,40.00183511172995
-0.11135999999999999,40.0,40.0,40.00000000026471,40.00000008846387,40.00000221325373,40.00001697763491,40.000068981095936,40.00019160425727,40.00041630759514,40.000764776462304,40.00124632372044,40.00185907235214
-0.11112,40.0,40.0,40.00000000029102,40.00000009464927,40.000002330321806,40.00001768192516,40.00007127445827,40.00019678964684,40.0004255960002,40.000779000225116,40.001265838604354,40.001883800004066
-0.11087999999999999,40.0,40.0,40.00000000031988,40.000000101262174,40.000002453776,40.00001841868845,40.00007366151947,40.00020216905333,40.00043521011992,40.00079369917118,40.00128598192273,40.00190930180574
-0.11063999999999999,40.0,40.0,40.000000000351534,40.00000010833031,40.000002583922225,40.00001918911009,40.000076144933615,40.00020774679776,40.00044515572122,40.00080888005609,40.00130676091596,40.0019355850474
-0.11039999999999998,40.0,40.0,40.00000000038625,40.00000011588321,40.00000272108152,40.00001999442389,40.00007872744921,40.000213527339085,40.00045543873954,40.000824549818105,40.00132818300657,40.00196265718989
-0.11016,40.0,40.0,40.000000000424315,40.00000012395228,40.00000286559064,40.000020835913645,40.00008141191124,40.000219515276314,40.00046606528053,40.00084071557947,40.00135025580005,40.00199052586503
-0.10991999999999999,40.0,40.0,40.00000000046604,40.000000132570904,40.000003017802726,40.00002171491462,40.00008420126325,40.000225715350645,40.00047704162194,40.00085738464772,40.00137298708558,40.00201919887597
-0.10967999999999999,40.0,40.0,40.000000000511754,40.00000014177458,40.00000317808802,40.0000226328151,40.000087098549514,40.00023213244774,40.000488374215514,40.00087456451699,40.00139638483689,40.002048684197526
-0.10944,40.0,40.0,40.000000000561855,40.00000015160103,40.00000334683455,40.00002359105806,40.00009010691725,40.00023877159993,40.00050006968881,40.00089226286938,40.00142045721301,40.002078989976496
-0.10919999999999999,40.0,40.0,40.00000000061673,40.00000016209033,40.000003524448886,40.00002459114274,40.00009322961886,40.00024563798856,40.00051213484718,40.000910487576306,40.00144521255905,40.00211012453203
-0.10895999999999999,40.0,40.0,40.00000000067683,40.00000017328508,40.000003711356904,40.00002563462641,40.00009647001432,40.00025273694636,40.00052457667568,40.00092924669984,40.00147065940701,40.00214209635587
-0.10872,40.0,40.0,40.00000000074263,40.00000018523049,40.00000390800461,40.00002672312616,40.00009983157349,40.000260073959794,40.00053740234111,40.00094854849413,40.00149680647654,40.00217491411268
-0.10848,40.0,40.0,40.00000000081467,40.00000019797459,40.00000411485898,40.000027858320685,40.000103317878626,40.00026765467159,40.00055061919396,40.00096840140672,40.00152366267572,40.00220858664031
-0.10823999999999999,40.0,40.0,40.000000000893515,40.000000211568384,40.000004332408835,40.000029041952175,40.00010693262687,40.0002754848832,40.0005642347705,40.00098881408002,40.00155123710183,40.00224312295005
-0.10799999999999998,40.0,40.0,40.00000000097979,40.00000022606597,40.00000456116573,40.000030275828294,40.00011067963281,40.000283570557336,40.00057825679481,40.001009795352644,40.001579539042105,40.00227853222689
-0.10776,40.0,40.00000000000001,40.00000000107417,40.0000002415248,40.000004801664936,40.00003156182413,40.00011456283112,40.00029191782064,40.00059269318091,40.00103135426085,40.0016085779745,40.00231482382976
-0.10751999999999999,40.0,40.00000000000001,40.000000001177405,40.00000025800581,40.0000050544664,40.00003290188431,40.000118586279264,40.00030053296623,40.00060755203486,40.001053500039994,40.00163836356846,40.00235200729171
-0.10727999999999999,40.0,40.00000000000001,40.00000000129029,40.000000275573655,40.00000532015577,40.00003429802508,40.00012275416024,40.00030942245647,40.0006228416569,40.00107624212589,40.001668905685634,40.00239009232014
-0.10704,40.0,40.00000000000001,40.00000000141372,40.00000029429691,40.000005599345485,40.00003575233651,40.00012707078539,40.00031859292568,40.00063857054365,40.001099590156294,40.001700214380634,40.00242908879697
-0.10679999999999999,40.0,40.00000000000001,40.00000000154863,40.0000003142483,40.00000589267584,40.00003726698474,40.00013154059732,40.00032805118293,40.0006547473903,40.001123553972334,40.00173229990175,40.002469006778824
-0.10655999999999999,40.0,40.00000000000001,40.00000000169606,40.00000033550492,40.000006200816145,40.0000388442143,40.00013616817283,40.00033780421487,40.000671381092815,40.00114814361994,40.00176517269168,40.002509856497134
-0.10631999999999998,40.0,40.00000000000001,40.00000000185715,40.00000035814851,40.00000652446596,40.00004048635052,40.00014095822589,40.00034785918861,40.000688480750206,40.001173369351335,40.00179884338825,40.00255164835832
-0.10608,40.0,40.000000000000014,40.000000002033126,40.0000003822657,40.00000686435627,40.00004219580191,40.000145915610794,40.00035822345463,40.0007060556668,40.00119924162642,40.0018333228251,40.00259439294386
-0.10583999999999999,40.0,40.000000000000014,40.00000000222531,40.000000407948306,40.00000722125082,40.000043975062745,40.000151045325225,40.0003689045498,40.00072411535451,40.00122577111432,40.00186862203237,40.002638101010426
-0.10559999999999999,40.0,40.000000000000014,40.000000002435165,40.00000043529358,40.0000075959474,40.00004582671565,40.00015635251353,40.00037991020035,40.00074266953519,40.001252968694764,40.0019047522374,40.00268278348991
-0.10536,40.0,40.000000000000014,40.00000000266425,40.000000464404565,40.00000798927929,40.00004775343421,40.00016184246996,40.00039124832496,40.00076172814295,40.00128084545959,40.00194172486538,40.00272845148948
-0.10511999999999999,40.0,40.00000000000002,40.0000000029143,40.0000004953904,40.00000840211663,40.000049757985785,40.000167520642,40.000402927037854,40.0007813013265,40.00130941271421,40.00197955154,40.002775116291666
-0.10487999999999999,40.0,40.00000000000002,40.000000003187154,40.00000052836666,40.000008835367964,40.00005184323425,40.00017339263385,40.00041495465195,40.00080139945156,40.001338681979036,40.00201824408412,40.002822789354305
-0.10464,40.0,40.00000000000003,40.00000000348483,40.00000056345569,40.00000928998175,40.00005401214294,40.00017946420981,40.00042733968209,40.00082203310323,40.00136866499098,40.002057814520356,40.002871482310546
-0.10439999999999999,40.0,40.00000000000003,40.000000003809525,40.00000060078705,40.00000976694797,40.000056267777545,40.000185741297905,40.00044009084824,40.00084321308844,40.001399373704906,40.00209827507172,40.002921206968836
-0.10415999999999999,40.0,40.000000000000036,40.00000000416362,40.00000064049781,40.0000102672998,40.00005861330923,40.000192229993466,40.00045321707879,40.00086495043832,40.00143082029506,40.00213963816219,40.00297197531285
-0.10391999999999998,40.0,40.00000000000004,40.00000000454968,40.00000068273308,40.000010792115326,40.000061052017706,40.000198936562825,40.00046672751391,40.00088725641074,40.001463017156574,40.00218191641735,40.00302379950142
