Position_m,Temperature_t=0.00000000s,Temperature_t=0.90909091s,Temperature_t=1.81818182s,Temperature_t=2.72727273s,Temperature_t=3.63636364s,Temperature_t=4.54545455s,Temperature_t=5.45454545s,Temperature_t=6.36363636s,Temperature_t=7.27272727s,Temperature_t=8.18181818s,Temperature_t=9.09090909s,Temperature_t=10.00000000s,Temperature_t=10.90909091s,Temperature_t=11.81818182s,Temperature_t=12.72727273s,Temperature_t=13.63636364s,Temperature_t=14.54545455s,Temperature_t=15.45454545s,Temperature_t=16.36363636s,Temperature_t=17.27272727s,Temperature_t=18.18181818s,Temperature_t=19.09090909s
-0.11735999999999999,100.0,100.0,100.0,100.0,100.00000000000009,100.00000000000642,100.000000000161,100.00000000197494,100.00000001466516,100.0000000755719,100.00000029607835,100.00000093941924,100.00000252525618,100.00000594434509,100.00001256102114,100.00002428324593,100.00004358740193,100.000073494285,100.0001175008735,100.00017947788717,100.00026354562105,100.00037394055958
-0.11711999999999999,100.0,100.0,100.0,100.0,100.0000000000001,100.00000000000688,100.00000000017019,100.00000000206721,100.00000001523502,100.00000007804789,100.00000030435545,100.00000096206351,100.00000257822636,100.00000605373984,100.00001276530418,100.00002463451857,100.00004415150536,100.00007434973747,100.00011873682035,100.00018119134299,100.00026583831533,100.0003769156777
-0.11687999999999998,100.0,100.0,100.0,100.0,100.0000000000001,100.00000000000739,100.00000000018039,100.00000000216933,100.0000000158637,100.00000008077294,100.00000031344858,100.00000098690487,100.0000026362704,100.00000617350406,100.00001298878473,100.00002501856564,100.00004476792367,100.00007528411899,100.00012008630466,100.00018306160975,100.0002683401477,100.00038016141453
-0.11664,100.0,100.0,100.0,100.0,100.00000000000011,100.00000000000796,100.00000000019169,100.00000000228177,100.00000001655356,100.0000000837555,100.00000032338144,100.00000101399873,100.00000269950064,100.00000630384116,100.00001323179916,100.00002543590399,100.00004543740447,100.0000762984583,100.00012155068407,100.00018509041693,100.00027105325638,100.00038368034673
-0.11639999999999999,100.0,100.0,100.0,100.0,100.00000000000013,100.00000000000858,100.00000000020414,100.00000000240505,100.00000001730716,100.00000008700472,100.00000033417977,100.00000104340516,100.00000276803857,100.00000644497052,100.00001349470952,100.00002588708882,100.00004616074942,100.00007739385643,100.00012313140884,100.00018727960868,100.00027397991718,100.00038747521195
-0.11615999999999999,100.0,100.0,100.0,100.0,100.00000000000014,100.00000000000928,100.00000000021781,100.00000000253974,100.0000000181273,100.00000009053058,100.00000034587143,100.00000107518902,100.00000284201498,100.00000659712802,100.00001377790429,100.00002637271481,100.00004693881563,100.00007857148864,100.00012483002448,100.00018963114707,100.00027712254759,100.0003915489136
-0.11592,100.0,100.0,100.0,100.0,100.00000000000016,100.00000000001005,100.00000000023277,100.00000000268643,100.000000019017,100.00000009434385,100.00000035848647,100.00000110942005,100.00000292157038,100.00000676056644,100.00001408179915,100.00002689341724,100.00004777251733,100.00007983260653,100.00012664817447,100.00019214711551,100.00028048371097,100.00039590452596
-0.11567999999999999,100.0,100.0,100.0,100.0,100.00000000000017,100.00000000001089,100.00000000024914,100.00000000284582,100.00000001997952,100.00000009845613,100.00000037205724,100.00000114617318,100.00000300685528,100.0000069355561,100.00001440683786,100.0000274498732,100.00004866282748,100.00008117854028,100.00012858760314,100.0001948297224,100.00028406612091,100.00040054529946
-0.11543999999999999,100.0,100.0,100.0,100.0,100.00000000000018,100.00000000001182,100.00000000026698,100.00000000301861,100.00000002101845,100.00000010287995,100.00000038661844,100.0000011855286,100.00000309803053,100.00000712238541,100.0000147534931,100.00002804280288,100.00004961077954,100.00008261070103,100.0001306501587,100.00019768130483,100.00028787264593,100.00040547466621
-0.1152,100.0,100.0,100.0,100.0,100.00000000000021,100.00000000001285,100.00000000028642,100.00000000320561,100.0000000221376,100.00000010762876,100.00000040220725,100.00000122757206,100.0000031952677,100.00000732136147,100.00001512226738,100.0000286729709,100.0000506174694,100.00008413058328,100.00013283779631,100.00020070433254,100.00029190631417,100.0004106962457
