Position_m,Temperature_t=0.00000000s,Temperature_t=2.00000000s,Temperature_t=4.00000000s,Temperature_t=6.00000000s,Temperature_t=8.00000000s,Temperature_t=10.00000000s,Temperature_t=12.00000000s,Temperature_t=14.00000000s,Temperature_t=16.00000000s,Temperature_t=18.00000000s
-0.08711999999999999,60.0,60.00000000057244,60.00000179055067,60.0000563513024,60.000370766316884,60.00119529147123,60.00262854709628,60.004603403509385,60.006968665348225,60.009560526106924
-0.08688,60.0,60.0000000006467,60.00000192956601,60.00005947295588,60.00038673368071,60.00123739737308,60.002706879206116,60.00472225909574,60.00712732697882,60.00975506372506
-0.08664,60.0,60.00000000073035,60.00000207894145,60.000062758132366,60.00040334146628,60.00128086345653,60.002787318823266,60.00484384259623,60.00728915220024,60.00995302087532
-0.08639999999999999,60.0,60.00000000082454,60.0000022394144,60.000066214853106,60.00042061320427,60.00132572900175,60.00286991526698,60.00496820679273,60.00745419228367,60.01015444432191
-0.08615999999999999,60.0,60.000000000930555,60.00000241177213,60.000069851502595,60.00043857319636,60.001372034256576,60.00295471878576,60.00509540522896,60.00762249905941,60.01035938120123
-0.08592,60.0,60.00000000104985,60.000002596854856,60.00007367684345,60.00045724653663,60.00141982045464,60.003041780568296,60.00522549221461,60.00779412491626,60.01056787901853
-0.08567999999999999,60.0,60.000000001184034,60.000002795559126,60.000077700031746,60.0004766591334,60.001469129833715,60.0031311527543,60.00535852282939,60.007969122800795,60.010779985644305
-0.08543999999999999,60.0,60.00000000133491,60.00000300884137,60.00008193063295,60.000496837731525,60.001520005654164,60.003222888445286,60.00549455292679,60.00814754621638,60.010995749310624
-0.0852,60.0,60.0000000015045,60.00000323772164,60.0000863786384,60.00051780993513,60.00157249221758,60.0033170417153,60.005633639137855,60.008329449222046,60.011215218607184
-0.08496,60.0,60.000000001695064,60.000003483287614,60.00009105448235,60.00053960423081,60.00162663488555,60.003413667621516,60.00577583887456,60.00851488643115,60.0114384424773
-0.08471999999999999,60.0,60.000000001909115,60.00000374669875,60.000095969059565,60.00056225001125,60.00168248009849,60.00351282221478,60.005921210333184,60.00870391300986,60.01166547021362
-0.08448,60.0,60.00000000214946,60.00000402919078,60.00010113374359,60.000585777599355,60.001740075394714,60.00361456255002,60.00606981249733,60.00889658467537,60.01189635145375
-0.08424,60.0,60.00000000241924,60.00000433208037,60.0001065604056,60.000610218272804,60.00179946942955,60.00371894669657,60.006221705140895,60.009092957694,60.012131136175626
-0.08399999999999999,60.0,60.00000000272196,60.00000465677015,60.00011226143384,60.00063560428905,60.00186071199457,60.00382603374835,60.00637694883071,60.00929308887901,60.01236987469279
-0.08375999999999999,60.0,60.000000003061515,60.000005004753866,60.00011824975381,60.00066196891081,60.00192385403693,60.00393588383397,60.00653560492905,60.00949703558822,60.01261261764939
-0.08352,60.0,60.00000000344226,60.000005377622024,60.000124538849036,60.00068934643202,60.00198894767885,60.00404855812661,60.00669773559585,60.00970485572144,60.01285941601507
-0.08327999999999999,60.0,60.00000000386903,60.00000577706766,60.00013114278255,60.00071777220421,60.00205604623711,60.00416411885388,60.00686340379078,60.00991660771762,60.01311032107965
-0.08303999999999999,60.0,60.00000000434724,60.000006204892614,60.00013807621907,60.0007472826634,60.00212520424265,60.004282629307376,60.007032673275,60.01013235055186,60.013365384447596
-0.0828,60.0,60.00000000488289,60.00000666301395,60.00014535444794,60.0007779153574,60.002196477460316,60.00440415385223,60.00720560861275,60.01035214373204,60.013624658032334
-0.08256,60.0,60.00000000548269,60.00000715347092,60.000152993406665,60.00080970897367,60.00226992290854,60.004528757936356,60.007382275172645,60.010576047295416,60.01388819405035
